Period,Time,X Coord,Y Coord,Score Diff,Action,Action Name
3,600,-51,-50,2,3,blocked-shot
3,883,-6,-15,1,3,blocked-shot
2,230,-76,-29,1,3,blocked-shot
3,617,-60,41,1,3,blocked-shot
1,416,-55,41,4,3,blocked-shot
2,146,-69,-15,-2,3,blocked-shot
3,1188,-42,-47,-5,3,blocked-shot
3,262,57,-19,1,3,blocked-shot
2,613,-75,26,-1,3,blocked-shot
1,677,-95,-19,-3,3,blocked-shot
2,647,6,-38,0,3,blocked-shot
1,149,18,41,-5,3,blocked-shot
2,254,-45,2,4,3,blocked-shot
3,297,57,35,2,3,blocked-shot
2,682,82,-13,-5,3,blocked-shot
2,232,-76,-34,3,3,blocked-shot
1,1078,56,-23,-1,3,blocked-shot
2,295,77,11,2,3,blocked-shot
2,545,-62,1,-4,3,blocked-shot
3,909,-15,5,1,3,blocked-shot
1,1134,74,-31,-2,3,blocked-shot
2,824,28,-24,-1,3,blocked-shot
1,106,-15,29,2,3,blocked-shot
2,1051,-2,-12,0,3,blocked-shot
1,710,-81,-9,3,3,blocked-shot
2,708,20,-21,-2,3,blocked-shot
2,613,-12,-11,-2,3,blocked-shot
2,332,76,-27,-3,3,blocked-shot
2,370,18,-44,1,3,blocked-shot
3,752,-74,37,4,3,blocked-shot
1,97,87,35,-5,3,blocked-shot
3,319,-20,-44,-1,3,blocked-shot
2,275,21,40,-4,3,blocked-shot
3,1093,11,-23,1,3,blocked-shot
3,298,24,-9,-5,3,blocked-shot
3,58,54,20,0,3,blocked-shot
2,997,84,-26,0,3,blocked-shot
2,817,-47,1,-4,3,blocked-shot
2,1073,6,-13,2,3,blocked-shot
1,57,-77,-34,2,3,blocked-shot
1,1105,31,27,-3,3,blocked-shot
1,227,-60,-29,-4,3,blocked-shot
3,135,-41,-34,3,3,blocked-shot
1,202,1,-21,3,3,blocked-shot
3,106,-62,32,-2,3,blocked-shot
1,448,80,-47,-3,3,blocked-shot
3,709,-57,30,-3,3,blocked-shot
3,455,73,10,-5,3,blocked-shot
1,81,-83,24,2,3,blocked-shot
3,997,-37,-34,2,3,blocked-shot
1,1024,-39,47,-4,3,blocked-shot
2,31,-11,-41,-5,3,blocked-shot
1,1182,0,26,0,3,blocked-shot
1,403,-21,11,-5,3,blocked-shot
3,839,-16,-24,-5,3,blocked-shot
2,49,-95,-43,0,3,blocked-shot
1,689,-22,-15,-1,3,blocked-shot
1,314,-45,1,-2,3,blocked-shot
3,388,94,10,0,3,blocked-shot
3,1080,21,-32,-5,3,blocked-shot
1,275,-33,7,4,3,blocked-shot
2,63,-36,-41,-4,3,blocked-shot
2,309,-15,1,1,3,blocked-shot
3,103,-86,27,0,3,blocked-shot
1,11,0,-46,-2,3,blocked-shot
3,454,34,-4,1,3,blocked-shot
2,373,-75,-13,-4,3,blocked-shot
1,356,12,5,4,3,blocked-shot
1,361,99,14,1,3,blocked-shot
3,646,50,31,4,3,blocked-shot
2,524,-21,-35,2,3,blocked-shot
1,955,97,48,-4,3,blocked-shot
1,118,-52,6,-1,3,blocked-shot
2,147,-28,-25,-5,3,blocked-shot
3,550,47,-40,-1,3,blocked-shot
3,467,-35,-24,-5,3,blocked-shot
3,594,-33,47,-4,3,blocked-shot
1,1080,30,28,4,3,blocked-shot
2,827,93,19,1,3,blocked-shot
3,405,36,26,-1,3,blocked-shot
2,584,-19,-25,-1,3,blocked-shot
2,194,-1,11,-3,3,blocked-shot
3,342,-69,-41,-3,3,blocked-shot
1,710,-24,-36,3,3,blocked-shot
3,505,22,3,1,3,blocked-shot
2,1030,42,-1,4,3,blocked-shot
3,818,57,0,0,3,blocked-shot
1,569,-57,6,1,3,blocked-shot
3,240,-46,9,-2,3,blocked-shot
3,577,-17,21,2,3,blocked-shot
1,709,-79,44,-2,3,blocked-shot
1,86,-89,36,4,3,blocked-shot
1,976,21,13,-5,3,blocked-shot
3,1132,15,21,1,3,blocked-shot
2,537,89,32,3,3,blocked-shot
1,959,44,-31,-5,3,blocked-shot
3,740,-37,-20,-3,3,blocked-shot
1,276,79,36,0,3,blocked-shot
3,252,-22,45,-4,3,blocked-shot
3,713,83,-50,0,3,blocked-shot
1,916,-24,37,-5,3,blocked-shot
3,2,70,27,0,3,blocked-shot
3,341,-21,24,4,3,blocked-shot
3,43,-46,32,0,3,blocked-shot
1,88,79,-17,2,3,blocked-shot
2,10,-87,20,-3,3,blocked-shot
2,695,31,-34,-1,3,blocked-shot
2,416,-59,35,2,3,blocked-shot
1,560,-83,20,4,3,blocked-shot
3,300,-26,-24,0,3,blocked-shot
2,936,57,33,-2,3,blocked-shot
2,387,-46,-10,4,3,blocked-shot
3,605,-69,-3,-5,3,blocked-shot
1,1084,8,-20,-4,3,blocked-shot
2,148,-93,-41,-5,3,blocked-shot
2,116,-50,-8,2,3,blocked-shot
2,724,33,35,3,3,blocked-shot
3,1188,-54,-50,-3,3,blocked-shot
1,636,7,-8,-3,3,blocked-shot
2,350,-18,44,-1,3,blocked-shot
3,666,-81,41,4,3,blocked-shot
2,607,-43,-6,-5,3,blocked-shot
1,1143,-83,1,1,3,blocked-shot
2,870,31,-39,-1,3,blocked-shot
3,807,88,-21,-1,3,blocked-shot
3,608,-31,6,2,3,blocked-shot
2,603,39,45,1,3,blocked-shot
1,295,-20,-15,-4,3,blocked-shot
2,1123,-31,36,1,3,blocked-shot
2,344,24,28,2,3,blocked-shot
3,123,59,-39,3,3,blocked-shot
3,147,-75,44,3,3,blocked-shot
1,320,-80,-44,-2,3,blocked-shot
3,546,-2,40,-1,3,blocked-shot
2,1190,81,35,-1,3,blocked-shot
1,730,3,-38,-3,3,blocked-shot
3,542,55,8,-2,3,blocked-shot
2,203,-92,-13,1,3,blocked-shot
2,568,88,-11,-2,3,blocked-shot
3,494,-16,31,2,3,blocked-shot
2,621,57,25,-3,3,blocked-shot
3,1183,-92,25,4,3,blocked-shot
3,1094,88,13,-3,3,blocked-shot
3,1195,-24,46,-1,3,blocked-shot
2,1041,48,-34,3,3,blocked-shot
3,418,-37,8,-1,3,blocked-shot
2,355,-53,17,1,3,blocked-shot
2,844,19,-12,2,3,blocked-shot
3,174,-14,16,-3,3,blocked-shot
2,1099,-49,-12,-3,3,blocked-shot
3,850,-22,0,-1,3,blocked-shot
3,392,38,-47,4,3,blocked-shot
3,255,43,8,-2,3,blocked-shot
3,620,62,-11,-2,3,blocked-shot
3,992,36,18,-3,3,blocked-shot
1,1098,70,-24,1,3,blocked-shot
3,186,35,-28,-4,3,blocked-shot
2,366,3,-30,-5,3,blocked-shot
3,103,-16,12,-2,3,blocked-shot
2,504,36,-46,0,3,blocked-shot
2,199,18,-2,0,3,blocked-shot
1,521,-2,36,0,3,blocked-shot
1,646,-88,13,-5,3,blocked-shot
3,200,-68,-45,0,3,blocked-shot
1,566,-9,49,-1,3,blocked-shot
1,1135,50,15,1,3,blocked-shot
2,858,94,-15,2,3,blocked-shot
1,1091,56,-18,2,3,blocked-shot
2,141,-24,-37,-4,3,blocked-shot
1,1127,85,-10,-1,3,blocked-shot
2,1122,41,39,-5,3,blocked-shot
2,160,24,-28,-3,3,blocked-shot
1,233,-92,-15,2,3,blocked-shot
2,697,97,-24,-4,3,blocked-shot
3,951,-73,-4,-2,3,blocked-shot
1,998,-94,33,-3,3,blocked-shot
3,381,-95,-36,4,3,blocked-shot
2,764,-66,27,-3,3,blocked-shot
2,599,-24,19,0,3,blocked-shot
1,416,-68,20,-2,3,blocked-shot
1,108,25,3,-1,3,blocked-shot
3,1169,94,-43,-2,3,blocked-shot
3,1042,-83,32,4,3,blocked-shot
1,972,57,23,3,3,blocked-shot
1,669,-73,38,2,3,blocked-shot
3,1001,-97,-16,-4,3,blocked-shot
2,142,77,-33,-1,3,blocked-shot
2,165,-55,24,1,3,blocked-shot
1,1064,-84,-44,-4,3,blocked-shot
1,251,-10,39,0,3,blocked-shot
3,535,85,40,3,3,blocked-shot
2,888,-90,15,-4,3,blocked-shot
3,441,-65,-32,3,3,blocked-shot
1,1137,48,21,3,3,blocked-shot
3,155,-20,-7,-5,3,blocked-shot
2,1141,40,-48,-2,3,blocked-shot
1,300,-31,-15,-5,3,blocked-shot
2,1116,13,5,-4,3,blocked-shot
2,928,74,-41,0,3,blocked-shot
2,643,-37,-36,-2,3,blocked-shot
3,835,85,9,3,3,blocked-shot
2,428,-88,-4,2,3,blocked-shot
3,985,88,-8,-5,3,blocked-shot
3,420,-58,45,-5,3,blocked-shot
1,488,28,-46,4,3,blocked-shot
2,1051,-41,18,2,3,blocked-shot
1,770,-71,-38,-5,3,blocked-shot
3,537,-1,-27,-2,3,blocked-shot
3,382,85,9,3,3,blocked-shot
1,321,78,-4,0,3,blocked-shot
2,816,80,44,-1,3,blocked-shot
1,121,64,-2,4,3,blocked-shot
3,940,14,5,2,3,blocked-shot
1,827,-68,-25,3,3,blocked-shot
1,851,-88,14,1,3,blocked-shot
1,881,-95,-7,-5,3,blocked-shot
3,500,27,-4,0,3,blocked-shot
1,790,79,-32,3,3,blocked-shot
1,415,96,-15,4,3,blocked-shot
2,542,17,44,4,3,blocked-shot
1,1136,26,-16,4,3,blocked-shot
3,90,-90,49,-2,3,blocked-shot
1,660,-23,4,1,3,blocked-shot
3,375,52,-39,-1,3,blocked-shot
1,743,79,-34,4,3,blocked-shot
2,615,-56,-21,-2,3,blocked-shot
3,547,29,-21,2,3,blocked-shot
1,755,-97,19,-3,3,blocked-shot
3,97,-43,-50,2,3,blocked-shot
1,329,-35,42,3,3,blocked-shot
3,244,73,-1,-2,3,blocked-shot
3,915,96,36,-2,3,blocked-shot
3,361,71,-24,4,3,blocked-shot
3,541,-2,27,1,3,blocked-shot
2,935,-40,-50,1,3,blocked-shot
3,738,-54,-2,-4,3,blocked-shot
1,866,-72,7,3,3,blocked-shot
2,1179,-56,8,1,3,blocked-shot
2,994,95,-15,-4,3,blocked-shot
2,529,-30,1,-3,3,blocked-shot
2,115,-72,-48,-1,3,blocked-shot
3,1131,-58,31,-3,3,blocked-shot
2,387,82,-32,-5,3,blocked-shot
2,830,48,-27,-3,3,blocked-shot
2,692,-55,2,2,3,blocked-shot
3,653,-6,18,1,3,blocked-shot
3,182,-6,10,-5,3,blocked-shot
1,1020,-66,-46,1,3,blocked-shot
3,1054,85,44,1,3,blocked-shot
2,353,69,6,-3,3,blocked-shot
1,370,27,-37,0,3,blocked-shot
2,366,35,-9,1,3,blocked-shot
3,95,40,20,4,3,blocked-shot
3,29,35,-2,2,3,blocked-shot
3,329,-93,42,-5,3,blocked-shot
2,536,-26,-18,1,3,blocked-shot
3,735,20,21,2,3,blocked-shot
2,84,-70,-22,-3,3,blocked-shot
1,482,69,27,-4,3,blocked-shot
2,298,71,10,-1,3,blocked-shot
2,1023,-9,-29,-3,3,blocked-shot
1,431,95,46,3,3,blocked-shot
3,1167,-89,25,3,3,blocked-shot
2,388,0,16,-1,3,blocked-shot
2,965,-77,38,3,3,blocked-shot
2,145,-94,-8,4,3,blocked-shot
1,874,-91,6,1,3,blocked-shot
3,616,57,-19,-5,3,blocked-shot
2,620,38,-42,4,3,blocked-shot
2,893,82,-49,-2,3,blocked-shot
2,712,-24,-47,-5,3,blocked-shot
3,608,42,9,-1,3,blocked-shot
3,684,40,41,-2,3,blocked-shot
3,769,-32,47,0,3,blocked-shot
1,869,-34,33,-1,3,blocked-shot
2,903,49,40,-5,3,blocked-shot
3,333,5,-9,-1,3,blocked-shot
3,334,-44,-43,2,3,blocked-shot
1,472,74,-47,4,3,blocked-shot
1,459,-56,36,-3,3,blocked-shot
2,1187,-41,45,-1,3,blocked-shot
3,1181,-63,-39,4,3,blocked-shot
3,1007,78,2,3,3,blocked-shot
2,388,-70,-2,0,3,blocked-shot
2,1099,31,-40,1,3,blocked-shot
3,415,76,-17,-5,3,blocked-shot
2,875,-61,24,1,3,blocked-shot
1,159,51,-2,-3,3,blocked-shot
2,986,72,-40,-2,3,blocked-shot
3,1030,-73,21,-4,3,blocked-shot
1,78,76,44,-4,3,blocked-shot
3,623,72,-1,-2,3,blocked-shot
3,840,-20,-37,-2,3,blocked-shot
1,627,-54,-5,-1,3,blocked-shot
2,805,-53,33,-1,3,blocked-shot
3,703,53,24,2,3,blocked-shot
2,902,-42,-14,2,3,blocked-shot
3,1069,-81,-48,0,3,blocked-shot
2,101,-90,10,2,3,blocked-shot
1,56,-32,9,-2,3,blocked-shot
2,681,-27,7,1,3,blocked-shot
3,517,38,40,3,3,blocked-shot
3,846,-19,-50,-3,3,blocked-shot
1,30,-56,46,-3,3,blocked-shot
2,239,66,-19,-1,3,blocked-shot
2,298,54,44,4,3,blocked-shot
3,709,76,-46,-5,3,blocked-shot
1,756,-41,24,-5,3,blocked-shot
3,1120,-31,33,2,3,blocked-shot
2,1048,78,-11,-2,3,blocked-shot
2,177,-33,-39,-1,3,blocked-shot
2,686,77,-15,1,3,blocked-shot
1,605,-60,-39,3,3,blocked-shot
3,622,-3,42,-3,3,blocked-shot
2,993,39,38,0,3,blocked-shot
3,259,31,28,-4,3,blocked-shot
1,583,-71,-31,-3,3,blocked-shot
2,499,-99,9,2,3,blocked-shot
1,552,-38,-2,3,3,blocked-shot
3,450,66,44,-3,3,blocked-shot
1,176,-91,13,3,3,blocked-shot
1,1120,48,35,-5,3,blocked-shot
1,374,72,-31,2,3,blocked-shot
1,959,92,26,1,3,blocked-shot
2,20,-9,-19,3,3,blocked-shot
3,545,70,26,-3,3,blocked-shot
