Period,Time,X Coord,Y Coord,Score Diff,Action,Action Name
3,738,45,-7,-1,4,pass
1,779,-54,18,4,4,pass
2,247,-37,18,-1,4,pass
3,298,47,-46,4,0,shot
1,219,-70,42,3,4,pass
2,987,45,4,-1,4,pass
2,401,70,-37,4,0,shot
1,421,-4,0,3,4,pass
3,1056,-59,45,2,4,pass
1,254,-25,15,-3,4,pass
2,822,24,-6,-3,4,pass
1,559,-17,13,-3,4,pass
1,612,61,-14,-4,4,pass
2,316,86,2,-5,4,pass
2,11,-4,33,2,4,pass
2,373,34,39,2,4,pass
3,975,-14,-41,-1,4,pass
1,645,-17,23,1,4,pass
3,520,48,42,-5,4,pass
3,937,-80,-39,0,4,pass
3,685,-60,-41,3,4,pass
2,863,-32,49,-4,4,pass
1,698,3,-23,-2,4,pass
2,20,-34,-44,2,0,shot
2,634,26,0,-5,4,pass
3,463,-94,-3,2,4,pass
1,1100,-45,-6,-2,4,pass
1,820,-94,0,2,4,pass
3,1129,-87,19,0,4,pass
3,700,38,5,-5,4,pass
2,748,-48,-47,1,4,pass
1,1117,87,-9,-1,4,pass
2,290,75,-3,-4,4,pass
3,909,-12,36,-1,4,pass
2,370,-69,22,3,4,pass
2,925,25,-11,0,4,pass
3,35,-75,10,-1,4,pass
1,84,-79,2,4,4,pass
2,1161,-14,-38,3,4,pass
1,744,82,-32,2,0,shot
1,1121,19,-45,0,4,pass
1,453,-4,-45,1,4,pass
3,317,-80,18,-2,4,pass
3,817,-52,5,2,4,pass
2,828,-35,19,-3,4,pass
1,719,98,37,0,4,pass
1,209,-9,5,0,4,pass
1,192,-86,14,-1,4,pass
3,1105,15,-24,-5,4,pass
3,259,-64,-12,-3,4,pass
3,621,31,-25,-5,4,pass
1,614,-70,-27,1,4,pass
3,467,3,-21,-3,4,pass
1,57,96,5,-4,2,hit
2,603,-32,-12,3,4,pass
1,390,83,-37,2,0,shot
2,960,60,47,-3,4,pass
1,88,-93,-14,4,0,shot
3,267,26,43,2,4,pass
1,1197,3,-32,-2,4,pass
3,622,91,-23,1,0,shot
3,37,-7,-39,-1,0,shot
3,1102,-93,19,4,4,pass
3,441,-1,9,-4,4,pass
3,850,83,31,-2,4,pass
2,1039,-60,24,3,4,pass
1,11,-12,-43,4,0,shot
3,136,83,3,4,0,shot
2,715,-58,-30,2,4,pass
1,641,22,40,4,4,pass
3,722,-29,38,2,4,pass
3,201,70,-34,4,0,shot
1,717,26,42,-3,4,pass
3,573,88,-45,-1,0,shot
3,328,98,16,-1,4,pass
2,363,58,-27,2,0,shot
1,990,-41,40,-2,4,pass
1,848,-40,28,-1,4,pass
2,188,52,44,2,4,pass
3,353,-12,48,0,4,pass
2,442,-71,-9,1,4,pass
2,306,-44,0,2,4,pass
1,686,66,6,-4,4,pass
1,1119,-6,37,3,4,pass
1,1176,-91,38,3,4,pass
2,142,52,18,-2,4,pass
3,893,57,1,-4,4,pass
1,911,-56,-7,3,4,pass
1,378,8,-18,-4,4,pass
3,174,16,-44,1,0,shot
1,623,69,-29,-5,0,shot
1,176,51,-14,0,4,pass
1,519,53,-7,3,4,pass
3,417,-95,-3,1,4,pass
2,982,56,24,-1,4,pass
2,261,68,-23,3,0,shot
1,467,19,6,0,4,pass
1,352,91,-4,-4,4,pass
3,761,72,36,3,4,pass
1,1183,-53,42,-1,4,pass
1,536,82,12,1,4,pass
1,672,32,5,0,4,pass
2,89,-1,28,3,4,pass
1,936,-88,-21,3,4,pass
3,990,14,-37,-2,4,pass
3,540,-16,31,-2,4,pass
1,1067,71,-5,-5,4,pass
3,897,-69,-26,-3,4,pass
1,1099,46,7,-3,4,pass
2,961,-9,43,-2,4,pass
3,1173,-29,-19,-2,4,pass
1,311,65,17,1,4,pass
3,1080,39,14,-3,4,pass
2,271,-83,22,4,4,pass
3,716,46,41,-1,4,pass
1,307,-69,-13,2,4,pass
2,805,68,36,3,4,pass
3,832,-58,48,-2,4,pass
3,872,-1,-36,2,4,pass
2,1038,40,-45,-4,0,shot
1,597,2,19,1,4,pass
3,1103,-77,39,-2,4,pass
3,1021,-73,-3,-4,4,pass
2,623,98,-34,3,0,shot
1,1088,-97,2,0,4,pass
1,272,72,22,-1,4,pass
1,62,-13,-20,-5,4,pass
2,887,66,27,-2,4,pass
1,942,71,-14,3,0,shot
2,41,71,-44,0,0,shot
1,231,-58,15,1,4,pass
3,67,22,-35,-1,0,shot
2,9,-72,14,-5,2,hit
3,565,-35,-8,2,4,pass
3,730,-84,-24,-4,4,pass
1,159,59,29,-5,4,pass
3,1196,13,-3,3,4,pass
3,945,51,-41,-1,4,pass
2,557,-60,37,4,4,pass
3,640,-27,19,0,4,pass
3,676,20,14,-4,4,pass
3,19,9,-38,4,0,shot
1,196,-50,-40,2,4,pass
3,383,44,-44,4,0,shot
2,228,-38,47,0,4,pass
3,843,-56,-48,1,4,pass
3,278,51,-21,2,4,pass
1,648,80,-18,3,0,shot
1,1135,-94,36,4,4,pass
2,32,47,39,3,4,pass
3,49,33,22,-3,4,pass
2,972,-44,3,1,4,pass
1,698,-59,41,-2,4,pass
3,581,-73,-4,-2,4,pass
2,624,59,39,-2,4,pass
1,14,-48,22,0,4,pass
1,762,-33,10,-3,4,pass
1,1127,37,18,1,4,pass
1,941,29,-37,0,4,pass
3,203,-52,-45,-5,4,pass
2,1015,-53,-16,-5,4,pass
3,1000,-45,23,-4,4,pass
2,1102,97,4,-2,4,pass
1,1116,37,-3,3,4,pass
2,635,22,46,-4,4,pass
