Period,Time,X Coord,Y Coord,Score Diff,Action,Action Name
3,602,56,-16,-2,1,takeaway
1,465,-26,-20,1,1,takeaway
2,406,-41,-18,-2,1,takeaway
2,520,-65,38,0,1,takeaway
1,498,42,-19,-4,1,takeaway
2,425,-36,35,0,1,takeaway
3,667,71,48,-1,1,takeaway
1,71,78,-6,3,1,takeaway
2,70,58,-28,-5,1,takeaway
1,130,-19,-49,-2,1,takeaway
2,770,35,-12,3,1,takeaway
1,1174,-67,-41,2,1,takeaway
2,1014,-88,37,4,1,takeaway
1,20,80,-21,-3,1,takeaway
1,213,58,-47,3,1,takeaway
2,1092,81,34,-1,1,takeaway
1,917,13,-31,-4,1,takeaway
2,189,-36,-22,4,1,takeaway
1,887,36,-18,1,1,takeaway
2,193,16,9,0,1,takeaway
1,574,-61,-6,-3,1,takeaway
1,1183,23,-34,4,1,takeaway
1,810,59,19,0,1,takeaway
3,954,29,-34,-2,1,takeaway
1,584,92,-16,-1,1,takeaway
2,1089,9,-48,-3,1,takeaway
3,546,12,16,0,1,takeaway
2,1124,-93,-34,-2,1,takeaway
1,370,75,-5,0,1,takeaway
1,206,94,9,4,1,takeaway
3,885,50,-32,-4,1,takeaway
3,1043,-79,12,1,1,takeaway
3,13,-46,6,2,1,takeaway
1,1055,2,-33,4,1,takeaway
2,163,42,28,-3,1,takeaway
1,1145,-8,33,-2,1,takeaway
3,730,-43,-36,1,1,takeaway
3,301,-79,-39,-2,1,takeaway
2,618,99,11,1,1,takeaway
2,4,63,10,-5,1,takeaway
3,1159,-56,44,3,1,takeaway
1,655,95,-40,2,1,takeaway
2,52,38,3,3,1,takeaway
3,53,26,-20,-4,1,takeaway
1,243,59,32,-2,1,takeaway
1,172,-47,46,4,1,takeaway
3,485,-34,6,-3,1,takeaway
1,34,-75,20,2,1,takeaway
1,907,-41,-10,-3,1,takeaway
1,238,-96,21,-1,1,takeaway
3,310,11,2,3,1,takeaway
3,139,30,40,-4,1,takeaway
3,973,72,-44,0,1,takeaway
3,1025,-89,-23,4,1,takeaway
2,175,57,-13,1,1,takeaway
3,398,12,42,0,1,takeaway
3,346,-90,10,0,1,takeaway
3,899,-100,-49,-4,1,takeaway
2,530,-55,-49,-1,1,takeaway
3,449,-35,38,4,1,takeaway
2,938,19,28,1,1,takeaway
3,217,62,-29,2,1,takeaway
1,69,82,38,-4,1,takeaway
1,860,78,-47,2,1,takeaway
3,236,2,-14,2,1,takeaway
2,756,-11,-11,2,1,takeaway
3,544,97,35,-2,1,takeaway
1,1027,-8,-35,-4,1,takeaway
3,1080,52,-19,-5,1,takeaway
3,435,-34,6,-1,1,takeaway
1,805,-19,-44,1,1,takeaway
1,105,95,0,-5,1,takeaway
2,339,-17,-9,4,1,takeaway
1,569,-91,34,0,1,takeaway
2,581,-94,-11,-2,1,takeaway
3,925,-25,-13,1,1,takeaway
3,763,-49,-49,2,1,takeaway
2,483,94,-4,1,1,takeaway
2,767,23,-12,-2,1,takeaway
3,764,-75,29,4,1,takeaway
2,329,55,-16,-2,1,takeaway
3,918,-95,-44,1,1,takeaway
2,23,71,7,3,1,takeaway
2,1193,-100,-33,0,1,takeaway
2,625,96,-27,-1,1,takeaway
1,58,6,24,-4,1,takeaway
3,285,-6,-46,1,1,takeaway
1,693,11,-38,-3,1,takeaway
3,342,-11,-12,2,1,takeaway
3,632,90,-5,-4,1,takeaway
2,400,-39,38,0,1,takeaway
3,559,-49,7,0,1,takeaway
1,231,54,26,-3,1,takeaway
2,789,34,34,-3,1,takeaway
1,1010,-38,5,1,1,takeaway
2,222,-52,-14,-1,1,takeaway
2,214,86,36,0,1,takeaway
2,693,67,-23,-3,1,takeaway
2,1033,84,-18,0,1,takeaway
2,558,70,-5,-3,1,takeaway
2,993,10,-24,-3,1,takeaway
1,1174,-15,42,0,1,takeaway
1,768,47,27,4,1,takeaway
3,767,73,13,2,1,takeaway
1,585,95,-27,2,1,takeaway
1,788,89,0,1,1,takeaway
3,894,24,37,-1,1,takeaway
2,394,31,-14,-3,1,takeaway
1,1182,9,-47,1,1,takeaway
1,996,36,1,-5,1,takeaway
3,606,-4,49,4,1,takeaway
2,691,67,49,0,1,takeaway
1,851,36,1,-3,1,takeaway
2,351,-96,-6,-2,1,takeaway
3,952,50,-42,-5,1,takeaway
3,761,76,12,-4,1,takeaway
3,84,-99,-33,4,1,takeaway
1,483,27,-4,-2,1,takeaway
3,352,-41,-16,-2,1,takeaway
2,1170,-91,35,-2,1,takeaway
3,738,-66,12,-4,1,takeaway
3,8,-66,-22,-5,1,takeaway
2,442,89,-30,4,1,takeaway
2,342,-23,-15,-2,1,takeaway
2,192,37,6,-4,1,takeaway
3,595,-6,45,2,1,takeaway
1,110,14,-6,-3,1,takeaway
1,397,-100,-19,3,1,takeaway
1,729,3,33,3,1,takeaway
3,902,-38,-45,-3,1,takeaway
2,232,60,-9,-1,1,takeaway
1,908,-73,-21,0,1,takeaway
1,848,-31,-5,-2,1,takeaway
3,1130,22,29,-2,1,takeaway
3,510,-14,29,2,1,takeaway
2,1128,71,29,1,1,takeaway
2,617,-69,-2,3,1,takeaway
2,293,88,-16,-2,1,takeaway
3,1063,20,43,-2,1,takeaway
3,473,88,22,-1,1,takeaway
1,702,73,2,4,1,takeaway
3,1073,-26,0,3,1,takeaway
2,1197,0,-14,3,1,takeaway
3,443,43,-49,2,1,takeaway
1,246,89,17,2,1,takeaway
2,650,-13,38,-3,1,takeaway
1,1172,-25,-23,-2,1,takeaway
2,535,74,37,2,1,takeaway
3,969,-55,-9,-3,1,takeaway
2,1076,11,47,0,1,takeaway
2,603,17,25,0,1,takeaway
3,436,-98,44,0,1,takeaway
1,36,-54,-43,3,1,takeaway
1,812,-74,44,-2,1,takeaway
3,551,-44,27,4,1,takeaway
2,399,-62,26,3,1,takeaway
3,983,88,35,4,1,takeaway
1,1016,-59,-1,-3,1,takeaway
3,270,15,-49,-4,1,takeaway
3,616,31,19,4,1,takeaway
2,921,77,41,0,1,takeaway
3,409,-36,-33,-4,1,takeaway
1,815,14,-26,2,1,takeaway
2,305,-88,20,-4,1,takeaway
1,1023,92,-15,-2,1,takeaway
1,1103,-10,27,-3,1,takeaway
2,359,72,29,1,1,takeaway
2,933,-1,-37,-3,1,takeaway
2,965,-72,1,4,1,takeaway
1,72,-22,-14,-4,1,takeaway
1,413,23,26,3,1,takeaway
1,675,14,42,2,1,takeaway
2,278,8,-5,-1,1,takeaway
1,511,94,-19,-3,1,takeaway
1,379,-5,-27,4,1,takeaway
3,95,71,-41,1,1,takeaway
2,467,97,-29,-3,1,takeaway
2,75,36,28,-3,1,takeaway
2,172,-37,29,-1,1,takeaway
1,618,-53,25,1,1,takeaway
1,16,-44,-3,-1,1,takeaway
2,526,-100,31,1,1,takeaway
1,716,-85,-41,-3,1,takeaway
2,1181,-96,-8,1,1,takeaway
3,790,-57,26,-4,1,takeaway
1,52,-23,-7,-5,1,takeaway
2,846,86,38,3,1,takeaway
3,665,-2,34,1,1,takeaway
2,184,37,-36,4,1,takeaway
1,579,36,-29,0,1,takeaway
3,391,-73,40,-2,1,takeaway
1,703,44,-28,4,1,takeaway
2,582,94,40,-4,1,takeaway
1,831,69,45,2,1,takeaway
1,893,14,-11,4,1,takeaway
3,289,-10,45,4,1,takeaway
1,82,69,35,4,1,takeaway
1,49,41,-6,-1,1,takeaway
1,1156,-34,22,0,1,takeaway
1,119,-28,-40,-2,1,takeaway
2,917,-89,22,0,1,takeaway
2,197,-65,43,2,1,takeaway
3,555,-22,-32,-4,1,takeaway
3,842,20,-15,1,1,takeaway
1,1126,-57,15,0,1,takeaway
3,213,-15,-45,-3,1,takeaway
1,1110,-58,5,4,1,takeaway
3,483,92,42,1,1,takeaway
2,940,54,41,2,1,takeaway
3,17,78,15,-4,1,takeaway
3,1095,76,36,-1,1,takeaway
2,852,14,2,4,1,takeaway
2,661,-64,12,-3,1,takeaway
1,1159,-78,19,1,1,takeaway
2,730,21,-8,-2,1,takeaway
1,390,-90,41,-4,1,takeaway
1,574,53,40,-2,1,takeaway
1,133,-73,12,-3,1,takeaway
1,978,-37,42,1,1,takeaway
1,195,-96,24,-5,1,takeaway
3,283,-30,-36,3,1,takeaway
2,632,-81,-24,-3,1,takeaway
3,794,28,-47,-3,1,takeaway
3,602,-43,8,4,1,takeaway
3,451,-20,39,2,1,takeaway
1,972,39,35,4,1,takeaway
1,731,22,13,2,1,takeaway
3,87,-89,17,-1,1,takeaway
2,60,80,-27,0,1,takeaway
3,459,23,-11,-5,1,takeaway
1,746,-56,49,-3,1,takeaway
2,646,56,7,-1,1,takeaway
1,413,-32,-28,-3,1,takeaway
1,1146,89,-50,4,1,takeaway
1,1017,-2,-18,-4,1,takeaway
1,216,63,1,3,1,takeaway
2,526,-51,22,-1,1,takeaway
3,1177,26,-46,2,1,takeaway
2,876,-84,-41,3,1,takeaway
2,909,88,-16,4,1,takeaway
1,1064,-33,-5,-3,1,takeaway
3,723,49,43,0,1,takeaway
2,1092,-53,-9,1,1,takeaway
3,791,95,4,-2,1,takeaway
2,966,59,9,2,1,takeaway
3,981,-57,-35,-2,1,takeaway
2,1030,0,16,3,1,takeaway
2,171,-73,-44,2,1,takeaway
3,1123,-51,-19,-5,1,takeaway
3,1128,-83,28,-1,1,takeaway
1,227,36,45,3,1,takeaway
1,1010,-86,-5,-5,1,takeaway
